total_return,cagr,max_drawdown,sharpe,average_exposure,annual_turnover,benchmark_return,benchmark_cagr,benchmark_max_drawdown,excess_return,number_of_trades,win_rate,average_trade_return,profit_factor
0.46730454271784816,0.02364241401471956,-0.05075860348428718,0.6235958076899082,0.12274912594800387,0.7207821369569989,22.14620491354733,0.21103228559735676,-0.44601847456075994,-21.67890037082948,34.0,0.5294117647058824,0.07068659436408055,4.040224899607081
