symbol,stage,strategy,params_json,total_return_pct,cagr_pct,max_drawdown_pct,sharpe,sortino,calmar,profit_factor,win_rate_pct,number_of_trades,average_trade_return_pct,buy_hold_return_pct,excess_vs_buy_hold_pct,buy_hold_max_drawdown_pct,buy_hold_sharpe
CSCO,strategy_selection_default,rsi_pullback,{},10.029961519218666,1.9378028578082906,-17.605659697180144,0.251364753272565,0.09821844415888542,0.11006704043692632,3.389211350964792,80.0,5.0,1.9919762912827317,123.55547824911235,-113.52551672989368,-38.60224981257526,0.7733460664769615
CSCO,strategy_selection_default,bollinger_mean_reversion,{},13.379222798607016,2.553420021288666,-13.92103307450948,0.2795918882294975,0.2235645435801726,0.18342173369045298,1.8001580854790933,56.25,16.0,0.8478873249029089,123.55547824911235,-110.17625545050534,-38.60224981257526,0.7733460664769615
CSCO,strategy_selection_default,macd_momentum,{},9.207599136654654,1.7843604785878986,-40.8661416396903,0.1896144865016101,0.16940295333091487,0.04366354167516709,1.2443533246086875,37.254901960784316,51.0,0.4692353863467877,123.55547824911235,-114.34787911245769,-38.60224981257526,0.7733460664769615
CSCO,strategy_selection_default,ema_cross,{},72.93251325726673,11.625874378533085,-27.677313060415354,0.6655688140768729,0.6972103623947421,0.4200506874766194,0.8087257874114876,33.33333333333333,9.0,-0.6750727464501869,123.55547824911235,-50.62296499184562,-38.60224981257526,0.7733460664769615
CSCO,strategy_selection_default,supertrend,{},66.36717221124593,10.761716242954456,-21.167969055169188,0.6513333218797844,0.6632747872333404,0.5083962573313786,1.4456976372652093,41.17647058823529,17.0,1.0879122308137072,123.55547824911235,-57.18830603786642,-38.60224981257526,0.7733460664769615
CSCO,strategy_selection_default,donchian_breakout,{},50.034512130759246,8.487231233237624,-20.89074227853026,0.5610326215265508,0.5428798621795218,0.40626757633021415,1.1459405799282036,47.61904761904761,21.0,0.31389611997625705,123.55547824911235,-73.5209661183531,-38.60224981257526,0.7733460664769615
CSCO,strategy_selection_default,volume_breakout,{},51.32892758567671,8.674526089719837,-15.01445082650804,0.60228622016878,0.543106403412552,0.577745146322964,1.5502575514623291,35.714285714285715,14.0,1.1855844787487504,123.55547824911235,-72.22655066343565,-38.60224981257526,0.7733460664769615
CSCO,strategy_selection_default,pullback_continuation,{},51.43513721062782,8.689837130854162,-22.030893792466124,0.6440924577880018,0.5580659611679072,0.39443870106739903,1.016038147394092,31.25,16.0,0.027581824143261213,123.55547824911235,-72.12034103848453,-38.60224981257526,0.7733460664769615
CSCO,selected_strategy_parameter_sweep,ema_cross,"{""fast_window"": 5, ""slow_window"": 20}",34.38753891077568,6.114340239948612,-28.922283436635887,0.40466989890851074,0.407440838234674,0.2114058612745483,0.9576666961152233,31.57894736842105,38.0,-0.1050942253798158,123.55547824911235,-89.16793933833667,-38.60224981257526,0.7733460664769615
CSCO,selected_strategy_parameter_sweep,ema_cross,"{""fast_window"": 5, ""slow_window"": 30}",53.82325575145794,9.031860118340319,-29.48296597490716,0.5514688195925245,0.5901455597699158,0.30634163896628647,1.1109389854945748,30.0,30.0,0.22137571125556854,123.55547824911235,-69.7322224976544,-38.60224981257526,0.7733460664769615
CSCO,selected_strategy_parameter_sweep,ema_cross,"{""fast_window"": 5, ""slow_window"": 50}",48.50455859128297,8.264182650074382,-27.2323117917036,0.5074603880001652,0.5334189391780496,0.3034697426089285,1.0284040147113993,26.923076923076923,26.0,0.06068049629847646,123.55547824911235,-75.05091965782937,-38.60224981257526,0.7733460664769615
CSCO,selected_strategy_parameter_sweep,ema_cross,"{""fast_window"": 5, ""slow_window"": 60}",77.68124676937906,12.234722263192843,-26.372979545184773,0.696138927624125,0.7285389577706932,0.46391126350479733,1.423077567786423,35.294117647058826,17.0,0.9802421571190532,123.55547824911235,-45.87423147973328,-38.60224981257526,0.7733460664769615
CSCO,selected_strategy_parameter_sweep,ema_cross,"{""fast_window"": 10, ""slow_window"": 20}",59.49594923717048,9.827597907194852,-28.659038253230996,0.5958945456639962,0.6337286822730087,0.3429144348933934,1.1839473028359844,37.5,24.0,0.43505663637370295,123.55547824911235,-64.05952901194188,-38.60224981257526,0.7733460664769615
CSCO,selected_strategy_parameter_sweep,ema_cross,"{""fast_window"": 10, ""slow_window"": 30}",55.81599025048525,9.314023737205313,-30.259309149262258,0.5701191558789729,0.6118356766727838,0.3078068865109035,1.164849448250256,28.57142857142857,21.0,0.3985816285063155,123.55547824911235,-67.7394879986271,-38.60224981257526,0.7733460664769615
CSCO,selected_strategy_parameter_sweep,ema_cross,"{""fast_window"": 10, ""slow_window"": 50}",65.52573954574197,10.64900227474399,-26.189462945273323,0.625483372654483,0.6523809126899437,0.4066139995690871,1.3049911737908237,42.857142857142854,14.0,0.8159653312961846,123.55547824911235,-58.029738703370384,-38.60224981257526,0.7733460664769615
CSCO,selected_strategy_parameter_sweep,ema_cross,"{""fast_window"": 10, ""slow_window"": 60}",68.74631066049935,11.077966485408975,-27.550952097156223,0.6430501159333132,0.6789835079791855,0.4020901508718615,1.3177585802780623,41.66666666666667,12.0,1.002819321529742,123.55547824911235,-54.80916758861301,-38.60224981257526,0.7733460664769615
CSCO,selected_strategy_parameter_sweep,ema_cross,"{""fast_window"": 15, ""slow_window"": 20}",46.10526738403411,7.910668393496145,-35.185943970139,0.5007874723099638,0.5393057561783434,0.22482467431340294,1.0373138294120048,26.08695652173913,23.0,0.0940101456165321,123.55547824911235,-77.45021086507823,-38.60224981257526,0.7733460664769615
CSCO,selected_strategy_parameter_sweep,ema_cross,"{""fast_window"": 15, ""slow_window"": 30}",68.33781302106637,11.023920863197656,-28.16762375487645,0.6469981790847171,0.6892773965755646,0.3913685073022593,1.4395506119288184,35.294117647058826,17.0,0.928810670720218,123.55547824911235,-55.21766522804599,-38.60224981257526,0.7733460664769615
CSCO,selected_strategy_parameter_sweep,ema_cross,"{""fast_window"": 15, ""slow_window"": 50}",49.06838390677384,8.346594280435916,-33.66617888749376,0.5112128340762705,0.5368332288606942,0.24792223401202476,1.040486020008864,30.76923076923077,13.0,0.14167748093467444,123.55547824911235,-74.48709434233851,-38.60224981257526,0.7733460664769615
CSCO,selected_strategy_parameter_sweep,ema_cross,"{""fast_window"": 15, ""slow_window"": 60}",79.1890425923502,12.425319795604505,-27.902576201451947,0.7031404240426029,0.7501779569926437,0.44531084534617055,0.7853676742084739,33.33333333333333,9.0,-0.7353267658110436,123.55547824911235,-44.36643565676215,-38.60224981257526,0.7733460664769615
CSCO,selected_strategy_parameter_sweep,ema_cross,"{""fast_window"": 20, ""slow_window"": 20}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.55547824911235,-123.55547824911235,-38.60224981257526,0.7733460664769615
CSCO,selected_strategy_parameter_sweep,ema_cross,"{""fast_window"": 20, ""slow_window"": 30}",71.28407258208259,11.411398242711513,-24.471259413420952,0.666268676406849,0.7089034322522192,0.46631838802922726,1.5974808489211558,46.15384615384615,13.0,1.3113558852313918,123.55547824911235,-52.27140566702977,-38.60224981257526,0.7733460664769615
CSCO,selected_strategy_parameter_sweep,ema_cross,"{""fast_window"": 20, ""slow_window"": 50}",72.93251325726673,11.625874378533085,-27.677313060415354,0.6655688140768729,0.6972103623947421,0.4200506874766194,0.8087257874114876,33.33333333333333,9.0,-0.6750727464501869,123.55547824911235,-50.62296499184562,-38.60224981257526,0.7733460664769615
CSCO,selected_strategy_parameter_sweep,ema_cross,"{""fast_window"": 20, ""slow_window"": 60}",52.29871164621493,8.814011358585216,-32.73397239396585,0.5372114592816223,0.5603359859178008,0.26926189258380334,0.47104725988783125,33.33333333333333,9.0,-2.1418634017269653,123.55547824911235,-71.25676660289741,-38.60224981257526,0.7733460664769615
