total_return,cagr,max_drawdown,sharpe,number_of_trades,win_rate,average_trade_return,profit_factor
1.3931402001157687,0.07285355618720102,-0.3638503832476224,0.45600978714324963,33.0,0.21212121212121213,-0.013593899396990645,0.5646807912380227
