date,cash,position_value,equity,shares,window
2017-01-04,100000.0,0.0,94651.44204458394,0.0,4
2017-01-05,100000.0,0.0,94651.44204458394,0.0,4
2017-01-06,100000.0,0.0,94651.44204458394,0.0,4
2017-01-09,100000.0,0.0,94651.44204458394,0.0,4
2017-01-10,100000.0,0.0,94651.44204458394,0.0,4
2017-01-11,100000.0,0.0,94651.44204458394,0.0,4
2017-01-12,100000.0,0.0,94651.44204458394,0.0,4
2017-01-13,100000.0,0.0,94651.44204458394,0.0,4
2017-01-17,100000.0,0.0,94651.44204458394,0.0,4
2017-01-18,100000.0,0.0,94651.44204458394,0.0,4
2017-01-19,100000.0,0.0,94651.44204458394,0.0,4
2017-01-20,100000.0,0.0,94651.44204458394,0.0,4
2017-01-23,100000.0,0.0,94651.44204458394,0.0,4
2017-01-24,100000.0,0.0,94651.44204458394,0.0,4
2017-01-25,100000.0,0.0,94651.44204458394,0.0,4
2017-01-26,100000.0,0.0,94651.44204458394,0.0,4
2017-01-27,100000.0,0.0,94651.44204458394,0.0,4
2017-01-30,100000.0,0.0,94651.44204458394,0.0,4
2017-01-31,100000.0,0.0,94651.44204458394,0.0,4
2017-02-01,100000.0,0.0,94651.44204458394,0.0,4
2017-02-02,100000.0,0.0,94651.44204458394,0.0,4
2017-02-03,100000.0,0.0,94651.44204458394,0.0,4
2017-02-06,100000.0,0.0,94651.44204458394,0.0,4
2017-02-07,100000.0,0.0,94651.44204458394,0.0,4
2017-02-08,100000.0,0.0,94651.44204458394,0.0,4
2017-02-09,100000.0,0.0,94651.44204458394,0.0,4
2017-02-10,100000.0,0.0,94651.44204458394,0.0,4
2017-02-13,100000.0,0.0,94651.44204458394,0.0,4
2017-02-14,100000.0,0.0,94651.44204458394,0.0,4
2017-02-15,100000.0,0.0,94651.44204458394,0.0,4
2017-02-16,100000.0,0.0,94651.44204458394,0.0,4
2017-02-17,100000.0,0.0,94651.44204458394,0.0,4
2017-02-21,100000.0,0.0,94651.44204458394,0.0,4
2017-02-22,100000.0,0.0,94651.44204458394,0.0,4
2017-02-23,100000.0,0.0,94651.44204458394,0.0,4
2017-02-24,100000.0,0.0,94651.44204458394,0.0,4
2017-02-27,100000.0,0.0,94651.44204458394,0.0,4
2017-02-28,100000.0,0.0,94651.44204458394,0.0,4
2017-03-01,100000.0,0.0,94651.44204458394,0.0,4
2017-03-02,100000.0,0.0,94651.44204458394,0.0,4
2017-03-03,100000.0,0.0,94651.44204458394,0.0,4
2017-03-06,100000.0,0.0,94651.44204458394,0.0,4
2017-03-07,100000.0,0.0,94651.44204458394,0.0,4
2017-03-08,100000.0,0.0,94651.44204458394,0.0,4
2017-03-09,100000.0,0.0,94651.44204458394,0.0,4
2017-03-10,100000.0,0.0,94651.44204458394,0.0,4
2017-03-13,100000.0,0.0,94651.44204458394,0.0,4
2017-03-14,100000.0,0.0,94651.44204458394,0.0,4
2017-03-15,100000.0,0.0,94651.44204458394,0.0,4
2017-03-16,100000.0,0.0,94651.44204458394,0.0,4
2017-03-17,100000.0,0.0,94651.44204458394,0.0,4
2017-03-20,100000.0,0.0,94651.44204458394,0.0,4
2017-03-21,100000.0,0.0,94651.44204458394,0.0,4
2017-03-22,100000.0,0.0,94651.44204458394,0.0,4
2017-03-23,100000.0,0.0,94651.44204458394,0.0,4
2017-03-24,100000.0,0.0,94651.44204458394,0.0,4
2017-03-27,100000.0,0.0,94651.44204458394,0.0,4
2017-03-28,100000.0,0.0,94651.44204458394,0.0,4
2017-03-29,100000.0,0.0,94651.44204458394,0.0,4
2017-03-30,100000.0,0.0,94651.44204458394,0.0,4
2017-03-31,100000.0,0.0,94651.44204458394,0.0,4
2017-04-03,100000.0,0.0,94651.44204458394,0.0,4
2017-04-04,100000.0,0.0,94651.44204458394,0.0,4
2017-04-05,100000.0,0.0,94651.44204458394,0.0,4
2017-04-06,100000.0,0.0,94651.44204458394,0.0,4
2017-04-07,100000.0,0.0,94651.44204458394,0.0,4
2017-04-10,100000.0,0.0,94651.44204458394,0.0,4
2017-04-11,100000.0,0.0,94651.44204458394,0.0,4
2017-04-12,100000.0,0.0,94651.44204458394,0.0,4
2017-04-13,100000.0,0.0,94651.44204458394,0.0,4
2017-04-17,100000.0,0.0,94651.44204458394,0.0,4
2017-04-18,100000.0,0.0,94651.44204458394,0.0,4
2017-04-19,100000.0,0.0,94651.44204458394,0.0,4
2017-04-20,100000.0,0.0,94651.44204458394,0.0,4
2017-04-21,100000.0,0.0,94651.44204458394,0.0,4
2017-04-24,100000.0,0.0,94651.44204458394,0.0,4
2017-04-25,100000.0,0.0,94651.44204458394,0.0,4
2017-04-26,100000.0,0.0,94651.44204458394,0.0,4
2017-04-27,100000.0,0.0,94651.44204458394,0.0,4
2017-04-28,100000.0,0.0,94651.44204458394,0.0,4
2017-05-01,100000.0,0.0,94651.44204458394,0.0,4
2017-05-02,100000.0,0.0,94651.44204458394,0.0,4
2017-05-03,100000.0,0.0,94651.44204458394,0.0,4
2017-05-04,100000.0,0.0,94651.44204458394,0.0,4
2017-05-05,100000.0,0.0,94651.44204458394,0.0,4
2017-05-08,100000.0,0.0,94651.44204458394,0.0,4
2017-05-09,100000.0,0.0,94651.44204458394,0.0,4
2017-05-10,100000.0,0.0,94651.44204458394,0.0,4
2017-05-11,100000.0,0.0,94651.44204458394,0.0,4
2017-05-12,100000.0,0.0,94651.44204458394,0.0,4
2017-05-15,100000.0,0.0,94651.44204458394,0.0,4
2017-05-16,100000.0,0.0,94651.44204458394,0.0,4
2017-05-17,100000.0,0.0,94651.44204458394,0.0,4
2017-05-18,100000.0,0.0,94651.44204458394,0.0,4
2017-05-19,100000.0,0.0,94651.44204458394,0.0,4
2017-05-22,100000.0,0.0,94651.44204458394,0.0,4
2017-05-23,100000.0,0.0,94651.44204458394,0.0,4
2017-05-24,100000.0,0.0,94651.44204458394,0.0,4
2017-05-25,100000.0,0.0,94651.44204458394,0.0,4
2017-05-26,100000.0,0.0,94651.44204458394,0.0,4
2017-05-30,100000.0,0.0,94651.44204458394,0.0,4
2017-05-31,100000.0,0.0,94651.44204458394,0.0,4
2017-06-01,100000.0,0.0,94651.44204458394,0.0,4
2017-06-02,100000.0,0.0,94651.44204458394,0.0,4
2017-06-05,100000.0,0.0,94651.44204458394,0.0,4
2017-06-06,100000.0,0.0,94651.44204458394,0.0,4
2017-06-07,100000.0,0.0,94651.44204458394,0.0,4
2017-06-08,100000.0,0.0,94651.44204458394,0.0,4
2017-06-09,100000.0,0.0,94651.44204458394,0.0,4
2017-06-12,100000.0,0.0,94651.44204458394,0.0,4
2017-06-13,100000.0,0.0,94651.44204458394,0.0,4
2017-06-14,100000.0,0.0,94651.44204458394,0.0,4
2017-06-15,100000.0,0.0,94651.44204458394,0.0,4
2017-06-16,100000.0,0.0,94651.44204458394,0.0,4
2017-06-19,100000.0,0.0,94651.44204458394,0.0,4
2017-06-20,100000.0,0.0,94651.44204458394,0.0,4
2017-06-21,100000.0,0.0,94651.44204458394,0.0,4
2017-06-22,100000.0,0.0,94651.44204458394,0.0,4
2017-06-23,100000.0,0.0,94651.44204458394,0.0,4
2017-06-26,100000.0,0.0,94651.44204458394,0.0,4
2017-06-27,100000.0,0.0,94651.44204458394,0.0,4
2017-06-28,100000.0,0.0,94651.44204458394,0.0,4
2017-06-29,100000.0,0.0,94651.44204458394,0.0,4
2017-06-30,100000.0,0.0,94651.44204458394,0.0,4
2017-07-03,100000.0,0.0,94651.44204458394,0.0,4
2017-07-05,100000.0,0.0,94651.44204458394,0.0,4
2017-07-06,100000.0,0.0,94651.44204458394,0.0,4
2017-07-07,100000.0,0.0,94651.44204458394,0.0,4
2017-07-10,100000.0,0.0,94651.44204458394,0.0,4
2017-07-11,100000.0,0.0,94651.44204458394,0.0,4
2017-07-12,-1.4438228390645236e-11,99850.17481269357,94509.6303442524,2134.505607717059,4
2017-07-13,-1.4438228390645236e-11,100202.4760445703,94843.08854056455,2134.505607717059,4
2017-07-14,-1.4438228390645236e-11,101136.61537768392,95727.26489006224,2134.505607717059,4
2017-07-17,-1.4438228390645236e-11,100864.73754625663,95469.92860201678,2134.505607717059,4
2017-07-18,-1.4438228390645236e-11,102132.12467831674,96669.52879879918,2134.505607717059,4
2017-07-19,-1.4438228390645236e-11,102712.90425550194,97219.24504370539,2134.505607717059,4
2017-07-20,-1.4438228390645236e-11,102423.05594267425,96944.8994358721,2134.505607717059,4
2017-07-21,-1.4438228390645236e-11,102927.6787855875,97422.53223357585,2134.505607717059,4
2017-07-24,-1.4438228390645236e-11,103712.63950984878,98165.50887857277,2134.505607717059,4
2017-07-25,-1.4438228390645236e-11,100576.95742657605,95197.54056882148,2134.505607717059,4
2017-07-26,-1.4438228390645236e-11,100270.16458642879,94907.15672153255,2134.505607717059,4
2017-07-27,-1.4438228390645236e-11,98819.75864583344,93534.32658325875,2134.505607717059,4
2017-07-28,-1.4438228390645236e-11,99606.84456069079,94279.31475180104,2134.505607717059,4
2017-07-31,-1.4438228390645236e-11,98439.96021609119,93174.84189264501,2134.505607717059,4
2017-08-01,-1.4438228390645236e-11,98474.86708231847,93207.88174490171,2134.505607717059,4
2017-08-02,-1.4438228390645236e-11,98428.32459401543,93163.82860855946,2134.505607717059,4
2017-08-03,-1.4438228390645236e-11,97715.27836532667,92488.92007066101,2134.505607717059,4
2017-08-04,98024.02576466357,0.0,92781.15393640856,0.0,4
2017-08-07,98024.02576466357,0.0,92781.15393640856,0.0,4
2017-08-08,98024.02576466357,0.0,92781.15393640856,0.0,4
2017-08-09,98024.02576466357,0.0,92781.15393640856,0.0,4
2017-08-10,98024.02576466357,0.0,92781.15393640856,0.0,4
2017-08-11,98024.02576466357,0.0,92781.15393640856,0.0,4
2017-08-14,98024.02576466357,0.0,92781.15393640856,0.0,4
2017-08-15,98024.02576466357,0.0,92781.15393640856,0.0,4
2017-08-16,98024.02576466357,0.0,92781.15393640856,0.0,4
2017-08-17,98024.02576466357,0.0,92781.15393640856,0.0,4
2017-08-18,98024.02576466357,0.0,92781.15393640856,0.0,4
2017-08-21,98024.02576466357,0.0,92781.15393640856,0.0,4
2017-08-22,98024.02576466357,0.0,92781.15393640856,0.0,4
2017-08-23,98024.02576466357,0.0,92781.15393640856,0.0,4
2017-08-24,98024.02576466357,0.0,92781.15393640856,0.0,4
2017-08-25,98024.02576466357,0.0,92781.15393640856,0.0,4
2017-08-28,98024.02576466357,0.0,92781.15393640856,0.0,4
2017-08-29,98024.02576466357,0.0,92781.15393640856,0.0,4
2017-08-30,98024.02576466357,0.0,92781.15393640856,0.0,4
2017-08-31,98024.02576466357,0.0,92781.15393640856,0.0,4
2017-09-01,98024.02576466357,0.0,92781.15393640856,0.0,4
2017-09-05,98024.02576466357,0.0,92781.15393640856,0.0,4
2017-09-06,98024.02576466357,0.0,92781.15393640856,0.0,4
2017-09-07,98024.02576466357,0.0,92781.15393640856,0.0,4
2017-09-08,98024.02576466357,0.0,92781.15393640856,0.0,4
2017-09-11,98024.02576466357,0.0,92781.15393640856,0.0,4
2017-09-12,-1.5830892152735032e-11,97877.16108445637,92642.14439873827,2118.7274771145776,4
2017-09-13,-1.5830892152735032e-11,98194.2945254164,92942.31577381254,2118.7274771145776,4
2017-09-14,-1.5830892152735032e-11,97146.2702592498,91950.34569290868,2118.7274771145776,4
2017-09-15,96495.23640349449,0.0,91334.13276023784,0.0,4
2017-09-18,96495.23640349449,0.0,91334.13276023784,0.0,4
2017-09-19,96495.23640349449,0.0,91334.13276023784,0.0,4
2017-09-20,96495.23640349449,0.0,91334.13276023784,0.0,4
2017-09-21,96495.23640349449,0.0,91334.13276023784,0.0,4
2017-09-22,96495.23640349449,0.0,91334.13276023784,0.0,4
2017-09-25,96495.23640349449,0.0,91334.13276023784,0.0,4
2017-09-26,96495.23640349449,0.0,91334.13276023784,0.0,4
2017-09-27,-3.950617610826157e-12,96350.66223481117,91197.29122475511,2058.2569622212072,4
2017-09-28,-3.950617610826157e-12,96861.74035288712,91681.03403348834,2058.2569622212072,4
2017-09-29,-3.950617610826157e-12,97842.09452579568,92608.95339529052,2058.2569622212072,4
2017-10-02,-3.950617610826157e-12,97246.33660830584,92045.05993529162,2058.2569622212072,4
2017-10-03,-3.950617610826157e-12,97707.43911921726,92481.50011117307,2058.2569622212072,4
2017-10-04,-3.950617610826157e-12,97084.12984186246,91891.52889175907,2058.2569622212072,4
2017-10-05,-3.950617610826157e-12,98948.9462646159,93656.60452737942,2058.2569622212072,4
2017-10-06,-3.950617610826157e-12,99859.93131116174,94518.86501074558,2058.2569622212072,4
2017-10-09,-3.950617610826157e-12,99667.11105024321,94336.35785323207,2058.2569622212072,4
2017-10-10,-3.950617610826157e-12,99218.26492939996,93911.51852729275,2058.2569622212072,4
2017-10-11,-3.950617610826157e-12,100916.78388793582,95519.19121494758,2058.2569622212072,4
2017-10-12,-3.950617610826157e-12,100771.91351436272,95382.06931726528,2058.2569622212072,4
2017-10-13,-3.950617610826157e-12,100960.64307750706,95560.70457034584,2058.2569622212072,4
2017-10-16,-3.950617610826157e-12,101197.30682474245,95784.7102199009,2058.2569622212072,4
2017-10-17,-3.950617610826157e-12,101215.67963240387,95802.1003472965,2058.2569622212072,4
2017-10-18,-3.950617610826157e-12,101279.94520108285,95862.9286347893,2058.2569622212072,4
2017-10-19,-3.950617610826157e-12,100427.10145399549,95055.69972978406,2058.2569622212072,4
2017-10-20,-3.950617610826157e-12,100809.67198959512,95417.80825856679,2058.2569622212072,4
2017-10-23,-3.950617610826157e-12,98794.89733883929,93510.79499767767,2058.2569622212072,4
2017-10-24,-3.950617610826157e-12,99008.10827561114,93712.60222392899,2058.2569622212072,4
2017-10-25,-3.950617610826157e-12,99292.72976181917,93982.0005649936,2058.2569622212072,4
2017-10-26,-3.950617610826157e-12,99214.16637999854,93907.6391911814,2058.2569622212072,4
2017-10-27,-3.950617610826157e-12,103979.21686000779,98417.82818466253,2058.2569622212072,4
2017-10-30,-3.950617610826157e-12,103758.87664573314,98209.27299444743,2058.2569622212072,4
2017-10-31,-3.950617610826157e-12,103710.9346100149,98163.8951662946,2058.2569622212072,4
2017-11-01,-3.950617610826157e-12,104614.76682417632,99019.38539066188,2058.2569622212072,4
2017-11-02,-3.950617610826157e-12,104622.92466484309,99027.10690449267,2058.2569622212072,4
2017-11-03,-3.950617610826157e-12,105326.84659871919,99693.37916577452,2058.2569622212072,4
2017-11-06,-3.950617610826157e-12,104655.56387913733,99058.00039149418,2058.2569622212072,4
2017-11-07,-3.950617610826157e-12,105413.52856307055,99775.42489502566,2058.2569622212072,4
2017-11-08,-3.950617610826157e-12,106078.66345855029,100404.98466513895,2058.2569622212072,4
2017-11-09,-3.950617610826157e-12,105202.37475262661,99575.56476850838,2058.2569622212072,4
2017-11-10,-3.950617610826157e-12,104876.93265657594,99267.5291315763,2058.2569622212072,4
2017-11-13,-3.950617610826157e-12,104640.26890934055,99043.52348202125,2058.2569622212072,4
2017-11-14,-3.950617610826157e-12,104665.778846132,99067.66900505901,2058.2569622212072,4
2017-11-15,-3.950617610826157e-12,104146.52718413487,98576.18981913826,2058.2569622212072,4
2017-11-16,-3.950617610826157e-12,105328.84091202944,99695.26681208155,2058.2569622212072,4
2017-11-17,-3.950617610826157e-12,103960.85975560077,98400.45292062365,2058.2569622212072,4
2017-11-20,-3.950617610826157e-12,103888.43634625504,98331.90311930007,2058.2569622212072,4
2017-11-21,-3.950617610826157e-12,105531.86043668824,99887.42771980316,2058.2569622212072,4
2017-11-22,-3.950617610826157e-12,105681.82651631784,100029.37277675032,2058.2569622212072,4
2017-11-24,-3.950617610826157e-12,106156.19042557976,100478.36505740578,2058.2569622212072,4
2017-11-27,-3.950617610826157e-12,107543.57295283381,101791.54262612633,2058.2569622212072,4
2017-11-28,-3.950617610826157e-12,106849.87383757958,101134.9464100877,2058.2569622212072,4
2017-11-29,-3.950617610826157e-12,104223.0412912548,98648.61152489483,2058.2569622212072,4
2017-11-30,-3.950617610826157e-12,104197.53920609056,98624.47343353543,2058.2569622212072,4
2017-12-01,-3.950617610826157e-12,103050.89542059167,97539.15855544612,2058.2569622212072,4
2017-12-04,-3.950617610826157e-12,101878.75740155573,96429.7130176758,2058.2569622212072,4
2017-12-05,-3.950617610826157e-12,102538.79659097896,97054.44962852425,2058.2569622212072,4
2017-12-06,-3.950617610826157e-12,103888.43634625504,98331.90311930007,2058.2569622212072,4
2017-12-07,-3.950617610826157e-12,105168.7148267956,99543.70516331821,2058.2569622212072,4
2017-12-08,-3.950617610826157e-12,105793.03696405992,100134.63506924245,2058.2569622212072,4
2017-12-11,-3.950617610826157e-12,106206.1738843715,100525.67512193593,2058.2569622212072,4
2017-12-12,-3.950617610826157e-12,106142.91332397486,100465.79808927502,2058.2569622212072,4
2017-12-13,-3.950617610826157e-12,106156.19042557976,100478.36505740578,2058.2569622212072,4
2017-12-14,-3.950617610826157e-12,107027.37557381972,101302.95436309316,2058.2569622212072,4
2017-12-15,-3.950617610826157e-12,108561.66204609316,102755.17863419495,2058.2569622212072,4
2017-12-18,-3.950617610826157e-12,109882.72972996754,104005.58824736702,2058.2569622212072,4
2017-12-19,-3.950617610826157e-12,109223.75051021708,103381.85491309907,2058.2569622212072,4
2017-12-20,-3.950617610826157e-12,108639.21256800425,102828.5813214969,2058.2569622212072,4
2017-12-21,-3.950617610826157e-12,108504.5493097986,102701.12060570103,2058.2569622212072,4
2017-12-22,-3.950617610826157e-12,108146.4837027081,102362.20634512417,2058.2569622212072,4
2017-12-26,-3.950617610826157e-12,107801.67164234087,102035.83675764294,2058.2569622212072,4
2017-12-27,-3.950617610826157e-12,107049.82337600093,101324.20153156499,2058.2569622212072,4
2017-12-28,-3.950617610826157e-12,106924.35437325323,101205.44331114533,2058.2569622212072,4
2017-12-29,-3.950617610826157e-12,106746.84478538588,101037.42792646147,2058.2569622212072,4
2018-01-02,-3.950617610826157e-12,108644.29257080636,102833.389617405,2058.2569622212072,4
2018-01-03,-3.950617610826157e-12,110427.49918038333,104521.22038800393,2058.2569622212072,4
2018-01-04,100000.0,0.0,104521.22038800393,0.0,5
2018-01-05,100000.0,0.0,104521.22038800393,0.0,5
2018-01-08,100000.0,0.0,104521.22038800393,0.0,5
2018-01-09,100000.0,0.0,104521.22038800393,0.0,5
2018-01-10,100000.0,0.0,104521.22038800393,0.0,5
2018-01-11,100000.0,0.0,104521.22038800393,0.0,5
2018-01-12,100000.0,0.0,104521.22038800393,0.0,5
2018-01-16,100000.0,0.0,104521.22038800393,0.0,5
2018-01-17,100000.0,0.0,104521.22038800393,0.0,5
2018-01-18,100000.0,0.0,104521.22038800393,0.0,5
2018-01-19,100000.0,0.0,104521.22038800393,0.0,5
2018-01-22,100000.0,0.0,104521.22038800393,0.0,5
2018-01-23,100000.0,0.0,104521.22038800393,0.0,5
2018-01-24,100000.0,0.0,104521.22038800393,0.0,5
2018-01-25,100000.0,0.0,104521.22038800393,0.0,5
2018-01-26,100000.0,0.0,104521.22038800393,0.0,5
2018-01-29,100000.0,0.0,104521.22038800393,0.0,5
2018-01-30,100000.0,0.0,104521.22038800393,0.0,5
2018-01-31,100000.0,0.0,104521.22038800393,0.0,5
2018-02-01,100000.0,0.0,104521.22038800393,0.0,5
2018-02-02,100000.0,0.0,104521.22038800393,0.0,5
2018-02-05,100000.0,0.0,104521.22038800393,0.0,5
2018-02-06,100000.0,0.0,104521.22038800393,0.0,5
2018-02-07,100000.0,0.0,104521.22038800393,0.0,5
2018-02-08,100000.0,0.0,104521.22038800393,0.0,5
2018-02-09,100000.0,0.0,104521.22038800393,0.0,5
2018-02-12,100000.0,0.0,104521.22038800393,0.0,5
2018-02-13,100000.0,0.0,104521.22038800393,0.0,5
2018-02-14,100000.0,0.0,104521.22038800393,0.0,5
2018-02-15,100000.0,0.0,104521.22038800393,0.0,5
2018-02-16,100000.0,0.0,104521.22038800393,0.0,5
2018-02-20,100000.0,0.0,104521.22038800393,0.0,5
2018-02-21,100000.0,0.0,104521.22038800393,0.0,5
2018-02-22,100000.0,0.0,104521.22038800393,0.0,5
2018-02-23,100000.0,0.0,104521.22038800393,0.0,5
2018-02-26,100000.0,0.0,104521.22038800393,0.0,5
2018-02-27,100000.0,0.0,104521.22038800393,0.0,5
2018-02-28,100000.0,0.0,104521.22038800393,0.0,5
2018-03-01,100000.0,0.0,104521.22038800393,0.0,5
2018-03-02,100000.0,0.0,104521.22038800393,0.0,5
2018-03-05,100000.0,0.0,104521.22038800393,0.0,5
2018-03-06,100000.0,0.0,104521.22038800393,0.0,5
2018-03-07,100000.0,0.0,104521.22038800393,0.0,5
2018-03-08,100000.0,0.0,104521.22038800393,0.0,5
2018-03-09,-1.4438228390645236e-11,99850.17481269357,104364.62127378263,1736.6732919425672,5
2018-03-12,-1.4438228390645236e-11,100234.06689966941,104765.86996806276,1736.6732919425672,5
2018-03-13,-1.4438228390645236e-11,97967.72097345947,102397.0575477743,1736.6732919425672,5
2018-03-14,-1.4438228390645236e-11,98942.08224469109,103415.47183945366,1736.6732919425672,5
2018-03-15,-1.4438228390645236e-11,98949.83335763501,103423.5733972963,1736.6732919425672,5
2018-03-16,-1.4438228390645236e-11,97757.69231221046,102177.53302787227,1736.6732919425672,5
2018-03-19,-1.4438228390645236e-11,94666.74721665811,98946.83949247778,1736.6732919425672,5
2018-03-20,-1.4438228390645236e-11,94485.13930287019,98757.02068466545,1736.6732919425672,5
2018-03-21,-1.4438228390645236e-11,93897.24057316333,98142.54175773029,1736.6732919425672,5
2018-03-22,-1.4438228390645236e-11,90299.31969201528,94381.95094415951,1736.6732919425672,5
2018-03-23,87799.54131098454,0.0,91769.1520733107,0.0,5
2018-03-26,87799.54131098454,0.0,91769.1520733107,0.0,5
2018-03-27,87799.54131098454,0.0,91769.1520733107,0.0,5
2018-03-28,87799.54131098454,0.0,91769.1520733107,0.0,5
2018-03-29,87799.54131098454,0.0,91769.1520733107,0.0,5
2018-04-02,87799.54131098454,0.0,91769.1520733107,0.0,5
2018-04-03,87799.54131098454,0.0,91769.1520733107,0.0,5
2018-04-04,87799.54131098454,0.0,91769.1520733107,0.0,5
2018-04-05,87799.54131098454,0.0,91769.1520733107,0.0,5
2018-04-06,87799.54131098454,0.0,91769.1520733107,0.0,5
2018-04-09,87799.54131098454,0.0,91769.1520733107,0.0,5
2018-04-10,87799.54131098454,0.0,91769.1520733107,0.0,5
2018-04-11,87799.54131098454,0.0,91769.1520733107,0.0,5
2018-04-12,87799.54131098454,0.0,91769.1520733107,0.0,5
2018-04-13,87799.54131098454,0.0,91769.1520733107,0.0,5
2018-04-16,87799.54131098454,0.0,91769.1520733107,0.0,5
2018-04-17,87799.54131098454,0.0,91769.1520733107,0.0,5
2018-04-18,87799.54131098454,0.0,91769.1520733107,0.0,5
2018-04-19,87799.54131098454,0.0,91769.1520733107,0.0,5
2018-04-20,87799.54131098454,0.0,91769.1520733107,0.0,5
2018-04-23,87799.54131098454,0.0,91769.1520733107,0.0,5
2018-04-24,87799.54131098454,0.0,91769.1520733107,0.0,5
2018-04-25,87799.54131098454,0.0,91769.1520733107,0.0,5
2018-04-26,87799.54131098454,0.0,91769.1520733107,0.0,5
2018-04-27,87799.54131098454,0.0,91769.1520733107,0.0,5
2018-04-30,87799.54131098454,0.0,91769.1520733107,0.0,5
2018-05-01,87799.54131098454,0.0,91769.1520733107,0.0,5
2018-05-02,87799.54131098454,0.0,91769.1520733107,0.0,5
2018-05-03,87799.54131098454,0.0,91769.1520733107,0.0,5
2018-05-04,87799.54131098454,0.0,91769.1520733107,0.0,5
2018-05-07,87799.54131098454,0.0,91769.1520733107,0.0,5
2018-05-08,87799.54131098454,0.0,91769.1520733107,0.0,5
2018-05-09,87799.54131098454,0.0,91769.1520733107,0.0,5
2018-05-10,87799.54131098454,0.0,91769.1520733107,0.0,5
2018-05-11,-1.6711965145077556e-11,87667.99548376117,91631.65876932733,1610.5649314542616,5
2018-05-14,-1.6711965145077556e-11,87822.86883883356,91793.53429010484,1610.5649314542616,5
2018-05-15,-1.6711965145077556e-11,86148.94885987429,90043.93269977799,1610.5649314542616,5
2018-05-16,-1.6711965145077556e-11,86351.68869818094,90255.83885298876,1610.5649314542616,5
2018-05-17,-1.6711965145077556e-11,86097.85687237896,89990.53073092739,1610.5649314542616,5
2018-05-18,-1.6711965145077556e-11,85121.62268081521,88970.15884006,1610.5649314542616,5
2018-05-21,-1.6711965145077556e-11,86176.89708631924,90073.14452713505,1610.5649314542616,5
2018-05-22,-1.6711965145077556e-11,85390.61744855304,89251.31545407943,1610.5649314542616,5
2018-05-23,-1.6711965145077556e-11,86185.67045790935,90082.31456219021,1610.5649314542616,5
2018-05-24,-1.6711965145077556e-11,86149.75369998513,90044.773928484,1610.5649314542616,5
2018-05-25,-1.6711965145077556e-11,85863.98016627213,89746.07994350126,1610.5649314542616,5
2018-05-29,-1.6711965145077556e-11,84639.46201623545,88466.19862921032,1610.5649314542616,5
2018-05-30,-1.6711965145077556e-11,85236.54278977386,89090.27474041478,1610.5649314542616,5
2018-05-31,-1.6711965145077556e-11,86608.73988442635,90524.51188987431,1610.5649314542616,5
2018-06-01,-1.6711965145077556e-11,89363.47411881968,93403.79373010836,1610.5649314542616,5
2018-06-04,-1.6711965145077556e-11,90943.19094190284,95054.93303226947,1610.5649314542616,5
2018-06-05,-1.6711965145077556e-11,90972.75499238714,95085.8337386318,1610.5649314542616,5
2018-06-06,-1.6711965145077556e-11,90750.82801159036,94853.87294993275,1610.5649314542616,5
2018-06-07,-1.6711965145077556e-11,89711.52138813304,93767.57698352181,1610.5649314542616,5
2018-06-08,-1.6711965145077556e-11,89472.84021663162,93518.10451023214,1610.5649314542616,5
2018-06-11,-1.6711965145077556e-11,90200.8457440812,94279.02477201457,1610.5649314542616,5
2018-06-12,-1.6711965145077556e-11,90945.59931841778,95057.45029679444,1610.5649314542616,5
2018-06-13,-1.6711965145077556e-11,90583.99878739027,94679.50100883497,1610.5649314542616,5
2018-06-14,-1.6711965145077556e-11,91967.35305487724,96125.39977150189,1610.5649314542616,5
2018-06-15,-1.6711965145077556e-11,91978.52865916464,96137.08064948881,1610.5649314542616,5
2018-06-18,-1.6711965145077556e-11,93670.80022141499,97905.86353863202,1610.5649314542616,5
2018-06-19,-1.6711965145077556e-11,93239.74997578347,97455.32456141248,1610.5649314542616,5
2018-06-20,-1.6711965145077556e-11,93381.83804634676,97603.83674679098,1610.5649314542616,5
2018-06-21,-1.6711965145077556e-11,92409.57890479617,96587.61962670839,1610.5649314542616,5
2018-06-22,-1.6711965145077556e-11,92235.56141395713,96405.73442159483,1610.5649314542616,5
2018-06-25,-1.6711965145077556e-11,89787.3606730828,93846.84512968482,1610.5649314542616,5
2018-06-26,-1.6711965145077556e-11,89280.45885486623,93317.02516311589,1610.5649314542616,5
2018-06-27,-1.6711965145077556e-11,88124.61015459328,92108.91799575172,1610.5649314542616,5
2018-06-28,-1.6711965145077556e-11,88942.00208488911,92963.26601665,1610.5649314542616,5
2018-06-29,-1.6711965145077556e-11,89056.15421664272,93082.57921785778,1610.5649314542616,5
2018-07-02,-1.6711965145077556e-11,89998.87388297956,94067.92131795076,1610.5649314542616,5
2018-07-03,-1.6711965145077556e-11,88037.59526535613,92017.96897160177,1610.5649314542616,5
2018-07-05,-1.6711965145077556e-11,89744.24950470202,93801.7848103697,1610.5649314542616,5
2018-07-06,-1.6711965145077556e-11,91013.45164043536,95128.37037182882,1610.5649314542616,5
2018-07-09,-1.6711965145077556e-11,92121.40313838587,96286.41479879385,1610.5649314542616,5
2018-07-10,-1.6711965145077556e-11,92024.81618126539,96185.46093247588,1610.5649314542616,5
2018-07-11,-1.6711965145077556e-11,92109.44726925818,96273.9183784736,1610.5649314542616,5
