,date,action,price,shares,cash_after,technical_state,commission
0,2021-09-20,reserve_buy,137.80201721191406,289.83661294055634,0.0,1,39.960039960039964
1,2021-10-01,reserve_buy,135.26988220214844,73.81552581192955,0.0,1,9.990009990009991
2,2022-01-05,reserve_buy,136.45046997070312,219.53059194475208,0.0,1,29.970029970029973
3,2022-11-02,reserve_buy,86.30903625488281,1156.8913192104458,0.0,1,99.90009990009992
4,2023-06-26,reserve_buy,118.04918670654295,592.0847429693601,0.0,1,69.93006993006993
5,2023-07-03,reserve_buy,119.50634002685548,83.5521988124272,0.0,1,9.990009990009991
6,2023-10-25,reserve_buy,125.56295013427734,238.5660133962611,0.0,1,29.970029970029973
7,2023-11-01,reserve_buy,126.45508575439452,78.96097987440858,0.0,1,9.990009990009991
8,2024-07-24,reserve_buy,173.04273986816406,461.62086841096635,0.0,1,79.92007992007993
9,2024-08-01,reserve_buy,171.13735961914062,58.34504811509664,0.0,1,9.990009990009991
10,2024-09-06,reserve_buy,150.97206115722656,66.1381808311584,0.0,1,9.990009990009991
11,2025-03-28,reserve_buy,155.42880249023438,385.450469460963,0.0,1,59.940059940059946
12,2025-04-01,reserve_buy,158.23741149902344,63.1014965846492,0.0,1,9.990009990009991
13,2026-02-11,reserve_buy,310.9236755371094,321.1404684452093,0.0,1,99.90009990009992
14,2026-03-02,reserve_buy,305.9601745605469,32.635023481768236,0.0,1,9.990009990009991
15,2026-04-01,reserve_buy,294.7226257324219,33.87937202464644,0.0,1,9.990009990009991
16,2026-06-02,reserve_buy,358.1744384765625,55.75505345238496,0.0,1,19.980019980019982
