,date,action,price,shares,cash_after,technical_state,commission
0,2023-02-21,reserve_buy,46.297176361083984,4529.117833693886,0.0,1,209.79020979020981
1,2023-03-01,reserve_buy,47.51972961425781,210.1236173337454,0.0,1,9.990009990009991
2,2023-04-03,reserve_buy,50.663970947265625,197.0831992553923,0.0,1,9.990009990009991
3,2023-05-01,reserve_buy,50.88935852050781,196.21032317091422,0.0,1,9.990009990009991
4,2023-08-16,reserve_buy,62.95924377441406,475.7848196388514,0.0,1,29.970029970029973
5,2023-09-01,reserve_buy,68.38243103027344,146.01729319697498,0.0,1,9.990009990009991
6,2023-10-02,reserve_buy,61.64382553100586,161.9791989750385,0.0,1,9.990009990009991
7,2023-11-01,reserve_buy,59.27725982666016,168.44600291018443,0.0,1,9.990009990009991
8,2024-04-17,reserve_buy,89.5730972290039,557.3669879775126,0.0,1,49.95004995004996
9,2024-05-01,reserve_buy,85.23711395263672,117.14401178361906,0.0,1,9.990009990009991
10,2024-06-03,reserve_buy,91.8677749633789,108.68900966905606,0.0,1,9.990009990009991
11,2024-07-17,reserve_buy,95.1923370361328,104.89308060037727,0.0,1,9.990009990009991
12,2024-08-01,reserve_buy,81.68098449707031,122.24408829973753,0.0,1,9.990009990009991
13,2024-09-03,reserve_buy,75.32518005371094,132.55882659888098,0.0,1,9.990009990009991
14,2024-10-01,reserve_buy,78.67822265625,126.90954554088636,0.0,1,9.990009990009991
15,2024-11-01,reserve_buy,73.80585479736328,135.2876070426065,0.0,1,9.990009990009991
16,2024-12-02,reserve_buy,77.466552734375,128.89456325114884,0.0,1,9.990009990009991
17,2025-01-02,reserve_buy,71.69671630859375,139.26743085823202,0.0,1,9.990009990009991
18,2025-07-31,reserve_buy,94.38442993164062,634.7456347514834,0.0,1,59.940059940059946
19,2025-08-01,reserve_buy,95.90708923339844,104.111359870071,0.0,1,9.990009990009991
20,2025-09-02,reserve_buy,96.5639190673828,103.40319218301154,0.0,1,9.990009990009991
21,2025-11-18,reserve_buy,142.83343505859375,139.81344742109238,0.0,1,19.980019980019982
22,2025-12-01,reserve_buy,154.35064697265625,64.69048026107876,0.0,1,9.990009990009991
23,2026-03-03,reserve_buy,217.0099945068359,138.0353587487164,0.0,1,29.970029970029973
24,2026-04-01,reserve_buy,222.0099945068359,44.975531409969506,0.0,1,9.990009990009991
