,date,action,price,shares,cash_after,technical_state,commission
0,2021-06-14,immediate_buy,81.55000305175781,122.44043050411791,0.0,1,9.990009990009991
1,2021-07-01,immediate_buy,93.30999755859376,107.00908522689963,0.0,1,9.990009990009991
2,2021-08-02,immediate_buy,108.62999725341795,91.9176814298887,0.0,1,9.990009990009991
3,2021-09-01,immediate_buy,109.98999786376952,90.78114078733337,0.0,1,9.990009990009991
4,2021-10-01,immediate_buy,102.4499969482422,97.46235020693845,0.0,1,9.990009990009991
5,2021-11-01,immediate_buy,125.2300033569336,79.73342820098644,0.0,1,9.990009990009991
6,2021-12-01,immediate_buy,149.11000061035156,66.96410328212535,0.0,1,9.990009990009991
7,2022-01-03,immediate_buy,150.24000549316406,66.46044406410564,0.0,1,9.990009990009991
8,2022-02-01,immediate_buy,116.77999877929688,85.50280515193438,0.0,1,9.990009990009991
9,2022-03-01,immediate_buy,113.83000183105467,87.71867979137009,0.0,1,9.990009990009991
10,2022-04-01,immediate_buy,108.19000244140624,92.29149880717547,0.0,1,9.990009990009991
11,2022-05-02,immediate_buy,89.83999633789062,111.14222938873951,0.0,1,9.990009990009991
12,2022-06-01,immediate_buy,101.22000122070312,98.64668406294251,0.0,1,9.990009990009991
13,2022-07-01,immediate_buy,73.66999816894531,135.53709419635115,0.0,1,9.990009990009991
14,2022-08-01,immediate_buy,96.77999877929688,103.17232493502931,0.0,1,9.990009990009991
15,2022-09-01,immediate_buy,82.33000183105469,121.28042340821412,0.0,1,9.990009990009991
16,2022-10-03,immediate_buy,66.11000061035156,151.03641490068136,0.0,1,9.990009990009991
17,2022-11-01,immediate_buy,59.65999984741211,167.36536216572716,0.0,1,9.990009990009991
18,2022-12-01,immediate_buy,77.4800033569336,128.8721869986317,0.0,1,9.990009990009991
19,2023-01-03,immediate_buy,64.0199966430664,155.967166586079,0.0,1,9.990009990009991
20,2023-02-01,immediate_buy,84.63999938964844,117.97043423053869,0.0,1,9.990009990009991
21,2023-03-01,immediate_buy,78.29000091552734,127.53886019292428,0.0,1,9.990009990009991
22,2023-04-03,immediate_buy,96.55999755859376,103.40739160862476,0.0,1,9.990009990009991
23,2023-05-01,immediate_buy,89.69000244140625,111.32809911330405,0.0,1,9.990009990009991
24,2023-06-01,immediate_buy,119.47000122070312,83.57761261610365,0.0,1,9.990009990009991
25,2023-07-03,immediate_buy,115.81999969482422,86.21151362095512,0.0,1,9.990009990009991
26,2023-08-01,immediate_buy,117.5999984741211,84.90661233696059,0.0,1,9.990009990009991
