,date,action,price,shares,cash_after,technical_state,commission
0,2022-12-19,reserve_buy,42.95684051513672,4416.417266006044,0.0,1,189.81018981018983
1,2023-01-03,reserve_buy,43.446231842041016,229.8247064917444,0.0,1,9.990009990009991
2,2023-02-01,reserve_buy,44.368865966796875,225.04558689288055,0.0,1,9.990009990009991
3,2023-04-12,reserve_buy,46.119510650634766,433.00621972804595,0.0,1,19.980019980019982
4,2023-05-01,reserve_buy,43.570098876953125,229.17132938963877,0.0,1,9.990009990009991
5,2023-09-20,reserve_buy,51.46762466430664,776.0231832260232,0.0,1,39.960039960039964
6,2023-10-02,reserve_buy,50.43827438354492,197.9650890778073,0.0,1,9.990009990009991
7,2023-11-01,reserve_buy,48.747657775878906,204.83071262985064,0.0,1,9.990009990009991
8,2023-12-01,reserve_buy,45.27301788330078,220.55117922572575,0.0,1,9.990009990009991
9,2024-09-06,reserve_buy,46.42085266113281,1935.8790754540878,0.0,1,89.91008991008992
10,2024-12-16,reserve_buy,56.275394439697266,532.2939579909449,0.0,1,29.970029970029973
11,2025-01-27,reserve_buy,57.36771774291992,174.0528972411782,0.0,1,9.990009990009991
12,2025-02-03,reserve_buy,59.27091217041016,168.46404274260823,0.0,1,9.990009990009991
13,2025-03-10,reserve_buy,60.2613525390625,165.69521028916313,0.0,1,9.990009990009991
14,2025-04-01,reserve_buy,60.00888442993164,166.39231967273435,0.0,1,9.990009990009991
15,2025-05-01,reserve_buy,56.81232833862305,175.75441410805874,0.0,1,9.990009990009991
16,2025-08-01,reserve_buy,65.99453735351562,453.90199924194667,0.0,1,29.970029970029973
17,2025-09-02,reserve_buy,66.67308044433594,149.76085422670178,0.0,1,9.990009990009991
18,2025-10-01,reserve_buy,67.60728454589844,147.69144402613227,0.0,1,9.990009990009991
19,2025-12-17,reserve_buy,75.18806457519531,265.6011306497556,0.0,1,19.980019980019982
20,2026-01-02,reserve_buy,75.63018798828125,132.02423194844516,0.0,1,9.990009990009991
21,2026-02-12,reserve_buy,74.59579467773438,133.85496494013114,0.0,1,9.990009990009991
22,2026-03-02,reserve_buy,78.9919662475586,126.40548090645818,0.0,1,9.990009990009991
23,2026-04-01,reserve_buy,77.51000213623047,128.82230945781464,0.0,1,9.990009990009991
