,date,action,price,shares,cash_after,technical_state,commission
0,2022-12-20,reserve_buy,100.49601745605467,1887.789555711273,0.0,1,189.81018981018983
1,2023-01-03,reserve_buy,93.92250061035156,106.31123976025047,0.0,1,9.990009990009991
2,2023-02-21,reserve_buy,108.05020141601562,92.41091039548343,0.0,1,9.990009990009991
3,2023-03-01,reserve_buy,114.12328338623048,87.49325453138948,0.0,1,9.990009990009991
4,2023-04-03,reserve_buy,119.04793548583984,83.8739238989745,0.0,1,9.990009990009991
5,2023-05-01,reserve_buy,109.92855834960938,90.83187873267363,0.0,1,9.990009990009991
6,2023-07-11,reserve_buy,134.22528076171875,148.77998279616335,0.0,1,19.980019980019982
7,2023-08-11,reserve_buy,135.4644775390625,73.70948947402154,0.0,1,9.990009990009991
8,2023-09-12,reserve_buy,140.78457641601562,70.92408654030274,0.0,1,9.990009990009991
9,2023-10-02,reserve_buy,136.42327880859375,73.19144920478459,0.0,1,9.990009990009991
10,2023-11-01,reserve_buy,132.29664611816406,75.47445664156132,0.0,1,9.990009990009991
11,2023-12-06,reserve_buy,141.802490234375,70.41496566644105,0.0,1,9.990009990009991
12,2024-01-02,reserve_buy,151.27883911132812,66.00405939076019,0.0,1,9.990009990009991
13,2024-04-17,reserve_buy,196.2193145751953,152.66107981601715,0.0,1,29.970029970029973
14,2024-05-01,reserve_buy,190.4276580810547,52.43470188043418,0.0,1,9.990009990009991
15,2024-07-17,reserve_buy,216.422607421875,92.2733313327609,0.0,1,19.980019980019982
16,2024-08-01,reserve_buy,193.0465545654297,51.72336540140173,0.0,1,9.990009990009991
17,2024-09-03,reserve_buy,180.67642211914065,55.26464031197768,0.0,1,9.990009990009991
18,2025-07-25,reserve_buy,184.33775329589844,541.6696961279242,0.0,1,99.90009990009992
19,2025-08-01,reserve_buy,178.6792449951172,55.88235769376694,0.0,1,9.990009990009991
20,2025-09-02,reserve_buy,156.87083435058594,63.65120401510799,0.0,1,9.990009990009991
21,2025-11-13,reserve_buy,222.2394866943359,89.85817623852385,0.0,1,19.980019980019982
22,2025-12-17,reserve_buy,247.6528778076172,40.31860065452565,0.0,1,9.990009990009991
23,2026-01-02,reserve_buy,268.2016906738281,37.22950983710455,0.0,1,9.990009990009991
24,2026-02-04,reserve_buy,296.8602600097656,33.63541310965936,0.0,1,9.990009990009991
25,2026-03-05,reserve_buy,346.0997314453125,28.850116235490628,0.0,1,9.990009990009991
26,2026-04-01,reserve_buy,353.3606872558594,28.25729584921104,0.0,1,9.990009990009991
