date,cash,shares,position_value,equity,total_contributed,technical_state
2023-01-03,4000.0,137.89486021767746,5991.010488761614,9991.010488761614,10000.0,0
2023-01-04,4000.0,137.89486021767746,5989.752231827865,9989.752231827864,10000.0,0
2023-01-05,4000.0,137.89486021767746,5905.353806353221,9905.353806353221,10000.0,0
2023-01-06,4000.0,137.89486021767746,6086.747429372947,10086.747429372946,10000.0,0
2023-01-09,4000.0,137.89486021767746,6119.497879496364,10119.497879496364,10000.0,0
2023-01-10,4000.0,137.89486021767746,6148.470402655655,10148.470402655654,10000.0,0
2023-01-11,4000.0,137.89486021767746,6198.85801696455,10198.85801696455,10000.0,0
2023-01-12,4000.0,137.89486021767746,6172.405163835634,10172.405163835634,10000.0,0
2023-01-13,4000.0,137.89486021767746,6157.288721734822,10157.288721734822,10000.0,0
2023-01-17,4000.0,137.89486021767746,6056.514545171322,10056.514545171322,10000.0,0
2023-01-18,4000.0,137.89486021767746,5907.87295035645,9907.87295035645,10000.0,0
2023-01-19,4000.0,137.89486021767746,5852.447048041096,9852.447048041096,10000.0,0
2023-01-20,4000.0,137.89486021767746,5892.7565082556375,9892.756508255638,10000.0,0
2023-01-23,4000.0,137.89486021767746,5983.453582779074,9983.453582779075,10000.0,0
2023-01-24,4000.0,137.89486021767746,6022.504786059866,10022.504786059866,10000.0,0
2023-01-25,4000.0,137.89486021767746,6043.917773100885,10043.917773100886,10000.0,0
2023-01-26,4000.0,137.89486021767746,6089.2660473490305,10089.26604734903,10000.0,0
2023-01-27,4000.0,137.89486021767746,6110.681138498635,10110.681138498636,10000.0,0
2023-01-30,4000.0,137.89486021767746,6074.150131275364,10074.150131275364,10000.0,0
2023-01-31,4000.0,137.89486021767746,6130.835342578759,10130.835342578759,10000.0,0
2023-02-01,8000.0,272.9222123534058,12109.249059269938,20109.24905926994,20000.0,0
2023-02-02,8000.0,272.9222123534058,12296.234465233392,20296.234465233392,20000.0,0
2023-02-03,8000.0,272.9222123534058,12124.209890688999,20124.209890689,20000.0,0
2023-02-06,8000.0,272.9222123534058,11859.93414353638,19859.934143536382,20000.0,0
2023-02-07,8000.0,272.9222123534058,11927.248514881601,19927.2485148816,20000.0,0
2023-02-08,8000.0,272.9222123534058,11707.85005640808,19707.850056408082,20000.0,0
2023-02-09,8000.0,272.9222123534058,11650.509572675566,19650.509572675568,20000.0,0
2023-02-10,8000.0,272.9222123534058,11782.645884578451,19782.64588457845,20000.0,0
2023-02-13,8000.0,272.9222123534058,11932.235458687957,19932.23545868796,20000.0,0
2023-02-14,8000.0,272.9222123534058,11892.34511381521,19892.34511381521,20000.0,0
2023-02-15,8000.0,272.9222123534058,12079.330519778667,20079.33051977867,20000.0,0
2023-02-16,8000.0,272.9222123534058,12712.59117616746,20712.591176167458,20000.0,0
