strategy,params,total_return,cagr,max_drawdown,sharpe,sortino,calmar,number_of_trades,win_rate,average_trade_return,profit_factor
rsi_pullback,"{'rsi_window': 21, 'entry_threshold': 35, 'exit_threshold': 65}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pullback_continuation,"{'pullback_ema_window': 20, 'trend_window': 50, 'long_window': 150, 'atr_stop_multiplier': 2.5}",-0.04410644089989224,-0.009016788330557746,-0.4803440817153902,0.09136075369508476,0.07536181197769343,-0.018771519570632087,25.0,0.24,0.006840754070865151,1.1811516877674382
pullback_continuation,"{'pullback_ema_window': 20, 'trend_window': 50, 'long_window': 200, 'atr_stop_multiplier': 2.5}",-0.04410644089989224,-0.009016788330557746,-0.4803440817153902,0.09136075369508476,0.07536181197769343,-0.018771519570632087,25.0,0.24,0.006840754070865151,1.1811516877674382
pullback_continuation,"{'pullback_ema_window': 20, 'trend_window': 75, 'long_window': 150, 'atr_stop_multiplier': 2.0}",-0.0712219251378805,-0.014726453146075902,-0.4424350931221256,0.0738682622201407,0.06633400594637386,-0.033285002421837614,22.0,0.22727272727272727,0.004842101883709777,1.1270628931217876
pullback_continuation,"{'pullback_ema_window': 20, 'trend_window': 75, 'long_window': 200, 'atr_stop_multiplier': 2.0}",-0.0712219251378805,-0.014726453146075902,-0.4424350931221256,0.0738682622201407,0.06633400594637386,-0.033285002421837614,22.0,0.22727272727272727,0.004842101883709777,1.1270628931217876
pullback_continuation,"{'pullback_ema_window': 20, 'trend_window': 50, 'long_window': 150, 'atr_stop_multiplier': 3.0}",-0.10728685893965029,-0.022530731340722365,-0.5050061797451457,0.04017401187887583,0.03255162785254313,-0.04461476362941267,25.0,0.24,0.004455705278386585,1.110983040438332
pullback_continuation,"{'pullback_ema_window': 20, 'trend_window': 50, 'long_window': 200, 'atr_stop_multiplier': 3.0}",-0.10728685893965029,-0.022530731340722365,-0.5050061797451457,0.04017401187887583,0.03255162785254313,-0.04461476362941267,25.0,0.24,0.004455705278386585,1.110983040438332
pullback_continuation,"{'pullback_ema_window': 20, 'trend_window': 75, 'long_window': 150, 'atr_stop_multiplier': 2.5}",-0.1465593939218488,-0.03132114781243733,-0.46823948406436566,0.01247431971471699,0.010985265705476992,-0.06689130002571896,22.0,0.22727272727272727,0.001364839320921822,1.032820331980278
pullback_continuation,"{'pullback_ema_window': 20, 'trend_window': 75, 'long_window': 200, 'atr_stop_multiplier': 2.5}",-0.1465593939218488,-0.03132114781243733,-0.46823948406436566,0.01247431971471699,0.010985265705476992,-0.06689130002571896,22.0,0.22727272727272727,0.001364839320921822,1.032820331980278
pullback_continuation,"{'pullback_ema_window': 20, 'trend_window': 75, 'long_window': 150, 'atr_stop_multiplier': 3.0}",-0.15639519431005477,-0.03357322048755029,-0.49347604831951497,0.008203666630620072,0.007169918185969402,-0.0680341439100857,21.0,0.23809523809523808,0.0011816044886187598,1.0272660994398204
pullback_continuation,"{'pullback_ema_window': 20, 'trend_window': 75, 'long_window': 200, 'atr_stop_multiplier': 3.0}",-0.15639519431005477,-0.03357322048755029,-0.49347604831951497,0.008203666630620072,0.007169918185969402,-0.0680341439100857,21.0,0.23809523809523808,0.0011816044886187598,1.0272660994398204
