symbol,start_date,end_date,company_name,exchange,cusip,figi,perm_id,successor_symbol,delisted,delisting_date,source,source_asof,notes
MELI,2017-06-19,,Mercado Libre,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
META,2012-12-12,,Meta Platforms,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
MICC,2007-02-01,2011-05-26,Millicom International Cellular,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
MNST,2007-02-01,2008-11-09,Monster Worldwide,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
MNST,2011-12-19,,Monster Beverage,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
MPWR,2025-12-22,,Monolithic Power Systems,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
MRNA,2020-07-20,2024-12-22,Moderna,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
MRVL,2007-02-01,2012-12-23,Marvell Technology Group,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
MRVL,2020-12-21,,Marvell Technology,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
MSFT,2007-02-01,,Microsoft,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
MSTR,2024-12-23,,MicroStrategy,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
MTCH,2020-12-21,2022-12-18,Match Group,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
MU,2010-12-20,,Micron Technology,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
MXIM,2008-12-22,2014-12-21,Maxim Integrated Products,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
MXIM,2015-12-21,2021-08-25,Maxim Integrated Products,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
MYL,2009-12-21,2019-12-22,Mylan,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
NCLH,2015-12-21,2017-12-17,Norwegian Cruise Line Holdings,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
NFLX,2010-12-20,2012-12-23,Netflix,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
NFLX,2013-06-06,,"Netflix, Inc.",NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
NIHD,2007-02-01,2011-12-18,NII Holdings,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
NLOK,2007-02-01,2019-12-22,NortonLifeLock,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
NLTI,2007-02-01,2007-08-26,NTL Incorporated,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
NTAP,2007-02-01,2016-12-18,NetApp,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
NTAP,2018-12-24,2020-08-23,NetApp,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
NTES,2016-03-16,2022-12-18,NetEase,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
NUAN,2011-12-19,2013-12-22,Nuance Communications,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
NVDA,2007-02-01,,Nvidia,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
NXPI,2013-12-23,2017-02-06,NXP Semiconductors,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
NXPI,2018-11-05,,NXP Semiconductors,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
ODFL,2022-01-24,,Old Dominion Freight Line,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
OKTA,2020-12-21,2022-11-20,Okta,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
ON,2023-06-20,2025-12-21,ON Semiconductor,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
ORCL,2007-02-01,2013-07-14,Oracle,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
ORLY,2008-12-22,,O'Reilly Automotive,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
PANW,2021-12-20,,Palo Alto Networks,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
PAYX,2007-02-01,,Paychex,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
PCAR,2007-02-01,,Paccar,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
PDCO,2007-02-01,2010-12-19,Patterson Companies,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
PDD,2020-08-24,,PDD Holdings,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
PEP,2018-07-23,,PepsiCo,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
PETM,2007-02-01,2008-12-21,PetSmart,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
PLTR,2024-12-23,,Palantir Technologies,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
PPDI,2008-12-22,2009-12-20,Pharmaceutical Product Development,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
PRGO,2011-12-06,2013-06-05,Perrigo,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
PTEN,2007-02-01,2007-12-23,Patterson-UTI Energy,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
PTON,2020-12-21,2022-01-23,Peloton,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
PYPL,2015-11-11,,PayPal,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
QCOM,2007-02-01,,Qualcomm,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
QGEN,2009-12-21,2011-12-18,Qiagen,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
QRTEA,2007-02-01,2018-12-23,Qurate Retail,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
REGN,2012-12-24,,Regeneron Pharmaceuticals,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
RIMM,2007-02-01,2012-12-23,Research in Motion,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
RIVN,2022-12-19,2023-06-19,Rivian Automotive,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
ROP,2023-12-18,,Roper Technologies,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
ROST,2007-02-01,2007-12-23,Ross Stores,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
ROST,2008-12-22,,Ross Stores,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
RYAAY,2007-02-14,2009-12-20,Ryanair,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
SBAC,2012-12-24,2017-03-19,SBA Communications,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
SBUX,2007-02-01,,Starbucks,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
SEPR,2007-02-01,2007-12-23,Sepracor,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
SGEN,2019-12-23,2023-12-13,Seagen Inc.,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
SHLD,2007-02-01,2013-12-22,Sears Holdings,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
SHOP,2025-05-19,,Shopify,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
SHPG,2016-10-19,2018-12-23,Shire PLC,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
SIAL,2007-02-01,2015-07-30,Sigma-Aldrich,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
SIRI,2007-02-01,2008-12-21,Sirius XM Radio,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
SIRI,2011-07-15,2024-06-23,Sirius XM,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
SMCI,2024-07-22,2024-12-22,Supermicro,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
SNDK,2007-02-01,2008-12-21,SanDisk,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
SNDK,2009-12-21,2016-03-15,SanDisk,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
SNDK,2026-04-20,,Sandisk,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
SNPS,2017-12-18,,Synopsys,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
SOLS,2025-10-30,2025-11-05,Solstice Advanced Materials,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
SPLK,2019-12-23,2022-12-18,Splunk,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
SPLK,2023-12-18,2024-03-17,Splunk,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
SPLS,2007-02-01,2015-12-20,Staples,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
SRCL,2007-12-24,2016-12-18,Stericycle,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
STLD,2007-12-24,2009-12-20,Steel Dynamics,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
STRZA,2013-01-15,2013-03-17,Starz,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
STX,2008-11-10,2018-12-23,Seagate Technology,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
STX,2025-12-22,,Seagate Technology,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
SWKS,2015-08-03,2022-12-18,Skyworks,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
TCOM,2010-12-20,2012-07-22,Ctrip,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
TCOM,2015-12-21,2021-12-19,Trip.com,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
TEAM,2020-12-21,2026-04-19,Atlassian,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
TEVA,2007-02-01,2012-05-29,Teva Pharmaceutical Industries,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
TLAB,2007-02-01,2008-05-18,Tellabs,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
TMUS,2015-12-21,,T-Mobile US,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
TRI,2025-07-28,,Thomson Reuters,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
TRIP,2013-12-23,2017-04-23,TripAdvisor,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
TSCO,2013-12-23,2017-12-17,Tractor Supply,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
TSLA,2013-07-15,,"Tesla, Inc.",NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
TTD,2023-07-17,2025-12-21,Trade Desk (The),NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
TTWO,2017-12-18,2020-12-20,Take-Two Interactive,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
TTWO,2023-12-14,,Take-Two Interactive,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
TXN,2012-04-23,,Texas Instruments,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
UAL,2018-12-24,2020-06-21,United Airlines Holdings,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
UAUA,2007-03-08,2008-07-20,UAL Corporation,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
ULTA,2015-12-21,2020-12-20,Ulta Beauty,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
URBN,2008-12-22,2011-12-18,Urban Outfitters,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
VIAB,2012-05-30,2017-12-17,Viacom,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
VIP,2013-10-29,2015-12-20,VimpelCom,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
VMED,2007-08-27,2008-12-21,Virgin Media,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
VMED,2009-12-21,2013-06-04,Virgin Media,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
VOD,2009-12-21,2018-12-23,Vodafone,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
VRSK,2012-12-24,,Verisk Analytics,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
VRSN,2007-02-01,2012-12-23,VeriSign,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
VRSN,2018-12-24,2022-12-18,VeriSign,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
VRTX,2007-02-01,,Vertex Pharmaceuticals,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
VSNT,2026-01-05,2026-01-08,Versant,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
WBA,2015-03-23,2024-07-21,Walgreens Boots Alliance,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
WBD,2022-12-19,,Warner Bros. Discovery,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
WCRX,2008-12-22,2012-12-23,Warner Chilcott,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
WDAY,2017-12-18,,"Workday, Inc.",NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
WDC,2012-12-24,2020-10-18,Western Digital,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
WDC,2025-12-22,,Western Digital,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
WFM,2010-12-20,2016-12-18,Whole Foods Market,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
WFMI,2007-02-01,2008-12-21,Whole Foods Market,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
WMT,2026-01-20,,Walmart,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
WTW,2018-12-24,2020-04-29,Willis Towers Watson,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
WYNN,2007-02-01,2015-12-20,Wynn Resorts,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
WYNN,2017-04-24,2019-12-22,Wynn Resorts,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
XEL,2018-11-19,,Xcel Energy,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
XLNX,2007-02-01,2022-02-21,Xilinx,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
XMSR,2007-02-01,2007-12-23,XM Satellite Radio,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
XRAY,2007-02-01,2013-12-22,Dentsply,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
XRAY,2016-06-20,2018-11-18,Dentsply Sirona,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
YHOO,2007-02-01,2017-06-18,Yahoo! Inc.,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
ZM,2020-04-30,2023-12-17,Zoom Video Communications,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Removed component reconstructed backward from Wikipedia change history.
ZS,2021-12-20,,Zscaler,NASDAQ,,,,,False,,wikipedia_nasdaq100_component_changes_reconstruction,2026-06-14,Current component; start date inferred from Wikipedia change history when available.
