symbol,date,open,high,low,close,volume
ASML,2021-06-14,668.2524658408514,677.9202498567282,664.4598346253784,677.6336669921875,636600
ASML,2021-06-15,675.9810258434923,679.2004334678602,665.7305121990562,670.421142578125,510700
ASML,2021-06-16,674.5001321275093,678.2449505349183,662.7020154098458,667.8129272460938,590900
ASML,2021-06-17,660.4666707543066,673.0482133117997,660.2182794850627,667.6029052734375,746700
ASML,2021-06-18,654.7251200013078,656.4924877577841,638.6949644236713,641.083251953125,1669900
ASML,2021-06-21,648.1812787566458,651.4771274288338,642.353880118949,650.2352294921875,565500
ASML,2021-06-22,650.0823287557332,656.845975632906,646.04136475453,655.1646118164062,542200
ASML,2021-06-23,655.8524325704531,658.4317364149028,649.1842942452174,651.1904907226562,523400
ASML,2021-06-24,660.7628757215018,666.7718458980751,659.8075604815062,663.944091796875,469400
ASML,2021-06-25,662.9217570320723,664.4789252079545,655.3174283421138,655.5467529296875,431200
ASML,2021-06-28,667.6982651501208,674.2612741344324,667.449873936052,672.6467895507812,623900
ASML,2021-06-29,668.6728989476658,673.755182907761,667.0010973150482,672.2362060546875,400000
ASML,2021-06-30,663.5619068345442,665.443908076591,655.9098811506199,659.969970703125,767500
ASML,2021-07-01,656.5305343931788,660.7721344411756,644.3885205916135,648.9548950195312,997500
ASML,2021-07-02,657.7248216629127,659.0431610408504,653.1488837575099,656.8172607421875,449700
ASML,2021-07-06,658.6323441754638,662.5586746422784,646.4616409915387,655.2218627929688,788700
ASML,2021-07-07,663.0267349337421,664.6316569754115,653.7888561389078,659.3392333984375,442900
ASML,2021-07-08,640.9971353523337,645.4106852668782,635.1219840465574,643.5860595703125,849400
ASML,2021-07-09,653.4068213980089,662.0333444805011,648.5920544289604,660.4666137695312,583600
ASML,2021-07-12,668.7206917036044,676.8504340134233,667.92776370011,676.1817016601562,618500
ASML,2021-07-13,674.6913725048028,678.9042869594479,672.1597638547566,674.853759765625,623300
ASML,2021-07-14,687.8077130972295,690.7023456951307,681.0249995450687,684.4927978515625,852000
ASML,2021-07-15,680.7286854922518,681.3974175250667,665.7016020937796,672.4843139648438,729400
ASML,2021-07-16,671.4718279636604,675.3981587139251,656.1772251177129,656.70263671875,578300
ASML,2021-07-19,643.7391351421652,653.7413157762916,641.5801717320196,653.4356079101562,855300
ASML,2021-07-20,646.614437743028,657.8871420500525,642.8600571334775,653.483154296875,805600
ASML,2021-07-21,674.3950631439831,688.8681084963075,669.3796594704962,688.7821044921875,1281300
ASML,2021-07-22,700.2458531471964,706.9903743117729,691.8390933112178,697.303466796875,946000
ASML,2021-07-23,714.3750773773264,722.9634093421909,709.8851429295086,714.70947265625,1069800
ASML,2021-07-26,724.3197628297285,725.0840030818265,714.9385635926568,720.3934326171875,691800
ASML,2021-07-27,717.6040714151277,718.5403199199392,700.3033278854119,712.282958984375,881200
ASML,2021-07-28,716.4863080147662,727.0329654779338,712.0918819820643,725.9057006835938,716500
ASML,2021-07-29,727.5966219160728,733.5769035875271,725.9056955825428,731.4943237304688,634000
ASML,2021-07-30,726.7749473528991,734.3505876403552,722.9727543376615,732.4781494140625,488200
ASML,2021-08-02,736.3663795308616,741.1716421429263,734.0736001245663,735.2582397460938,499900
ASML,2021-08-03,736.098881465948,745.5755897663249,733.2138115602534,744.6967163085938,533700
ASML,2021-08-04,756.619105657042,762.885970248014,752.5972081804049,759.9340209960938,629700
ASML,2021-08-05,769.5157706701519,769.6399662808526,755.0045339462516,759.236572265625,723700
ASML,2021-08-06,749.4446922683713,752.0144922070596,745.0502661530815,748.2792358398438,556900
ASML,2021-08-09,754.9090303962963,756.8483479344451,750.4954795324168,753.4378662109375,477100
ASML,2021-08-10,760.0391001015604,761.4242602300989,748.8045861713413,754.0205688476562,589500
ASML,2021-08-11,755.7879822768118,757.8896871029485,746.5022894296277,753.9537353515625,421300
ASML,2021-08-12,753.4570275943727,753.4570275943727,743.7414893978797,746.16796875,764600
ASML,2021-08-13,744.3241825070947,754.3072364472744,741.8403283908904,753.7053833007812,454700
ASML,2021-08-16,752.6259493187536,755.6255945693142,744.8974241165753,752.1673583984375,426000
ASML,2021-08-17,746.8272087315366,748.384377148497,735.9748422183377,741.8595581054688,483600
ASML,2021-08-18,741.5347261431756,750.2854459046678,737.5320114868841,737.9332275390625,452500
ASML,2021-08-19,727.8259151940788,748.9766056362595,727.19543287951,746.5883178710938,514000
ASML,2021-08-20,749.9986909670121,755.5395061166269,743.2446071502482,752.9601440429688,507700
ASML,2021-08-23,759.5041992295565,776.1935261989737,759.0647332885288,775.3528442382812,724300
ASML,2021-08-24,770.0793620886594,771.6174634805076,765.7613781403172,769.6112670898438,453800
ASML,2021-08-25,772.2957973723984,777.0246186599063,769.0286361388387,771.7703857421875,471100
ASML,2021-08-26,772.152450353334,779.3746292025739,768.2260615081665,774.703125,450000
ASML,2021-08-27,777.8651539204639,797.4682342411598,777.406621428965,795.7008666992188,658900
ASML,2021-08-30,802.4073960558377,805.3402205144163,799.3695009263838,802.0730590820312,491000
ASML,2021-08-31,806.075745209098,806.438711277864,790.2461681413401,795.8156127929688,579300
ASML,2021-09-01,801.2419316802135,812.7057140104495,799.3026721560775,804.5377807617188,581900
ASML,2021-09-02,814.0812354353932,823.5293151354574,810.9382699577116,822.7937622070312,746800
ASML,2021-09-03,810.6039422124444,824.4177604729148,810.6039422124444,819.765380859375,698000
ASML,2021-09-07,826.6243874617743,830.0539935195476,819.4308967707806,823.26171875,780900
ASML,2021-09-08,819.2877324494717,821.4754412480899,811.941357325157,819.6507568359375,714900
ASML,2021-09-09,817.25277193321,824.2074923924381,814.0238029068247,815.3612670898438,641900
ASML,2021-09-10,832.02217694117,836.2446535671627,819.0872308341285,820.4915161132812,1137400
ASML,2021-09-13,830.3790215594263,833.2354628876178,822.5645504894807,832.3087768554688,636000
ASML,2021-09-14,844.3265079410163,855.8953585648637,840.37148985818,848.3865966796875,978300
ASML,2021-09-15,847.3548692054193,850.2399392547712,840.1422523898416,849.59033203125,799700
ASML,2021-09-16,837.9451062275969,850.0203031635713,836.3210588855314,847.66064453125,811400
ASML,2021-09-17,835.9962287554514,836.1968659191982,814.3201265949334,821.4276733398438,1670500
ASML,2021-09-20,801.3946369160789,807.7092549544192,792.6248523765992,803.1715087890625,1122600
ASML,2021-09-21,821.5709671080104,823.8350591783233,806.7540209184765,816.5364379882812,905700
ASML,2021-09-22,813.7660295419755,832.7003806943618,811.5019375543083,826.09912109375,669400
ASML,2021-09-23,838.1840676971525,849.007747582036,838.0598720490633,840.46728515625,744500
ASML,2021-09-24,828.6021061449668,834.3339968487495,826.4622096114704,829.9968872070312,510400
ASML,2021-09-27,805.5980213529434,809.9924468125299,795.8251097368851,797.984130859375,1063900
ASML,2021-09-28,759.3226188434376,763.6215364486739,738.5253921258312,745.30810546875,2390100
ASML,2021-09-29,749.9222595159725,751.0972782832152,715.6455533590772,716.887451171875,2216000
ASML,2021-09-30,720.5464133336152,728.2558131785496,709.1208237601465,711.8148193359375,1078800
ASML,2021-10-01,711.7096273886019,711.7096273886019,695.8227353367669,708.6621704101562,1180400
ASML,2021-10-04,696.3292485163449,697.532896648147,677.3471408135815,681.0823974609375,1663500
ASML,2021-10-05,692.6416316580443,709.4456497416115,690.3297854671133,700.1217651367188,1201500
ASML,2021-10-06,692.9664112595873,701.8699542093552,686.8810592697546,699.7682495117188,973000
ASML,2021-10-07,712.1013983584445,719.9923103618656,709.0635033573343,713.4484252929688,1267500
ASML,2021-10-08,715.8749963465048,716.2380207932497,696.7400628879864,697.6380615234375,1039700
ASML,2021-10-11,690.4826296297227,702.949479186552,689.1260402971384,689.6323852539062,702500
ASML,2021-10-12,701.2012656724319,701.2012656724319,690.1196341157171,692.6511840820312,868400
