symbol,framework,objective,final_equity,total_contributed,net_profit,profit_on_contributed_pct,money_weighted_irr_pct,max_drawdown_pct,sharpe,ending_cash,ending_invested_value,average_cash_pct,contribution_count,buy_count,sell_count,total_commission,monthly_immediate_pct,reserve_pct,total_buys,excess_final_equity_vs_plain_dca,excess_irr_vs_plain_dca,beat_plain_dca,sortino
GOOG,B_entry_timing_only_no_sell,final_equity,839406.8669048992,420000.0,419406.86690489925,,43.48738463222349,-20.530881630189203,2.012251610426588,,,18.775383952285836,,,,,,,11.0,-90573.5865766767,-7.113720080029367,False,8.435632991989445
GOOG,B_entry_timing_only_no_sell,irr,839406.8669048992,420000.0,419406.86690489925,,43.48738463222349,-20.530881630189203,2.012251610426588,,,18.775383952285836,,,,,,,11.0,-90573.5865766767,-7.113720080029367,False,8.435632991989445
GOOG,B_entry_timing_only_no_sell,risk_adjusted,846641.8388840117,420000.0,426641.8388840117,,44.07585527892459,-23.871572348321024,2.0110539374918734,,,16.284691733748122,,,,,,,17.0,-83338.61459756421,-6.525249433328263,False,8.140872984776681
GOOG,B_entry_timing_only_no_sell,plateau,865200.7837148074,420000.0,445200.78371480736,,45.568609289922705,-20.92745767693447,2.0757904457498007,,,21.99346691899755,,,,,,,15.0,-64779.66976676858,-5.03249542233015,False,8.161449200577618
GOOG,C_60pct_dca_40pct_tactical_reserve,final_equity,893751.018850905,420000.0,473751.018850905,,47.81959286520303,-23.221830252397357,2.1101801675103955,,,7.074748906383352,,,,,,,53.0,-36229.434630670934,-2.7815118470498277,False,7.89484829021295
GOOG,C_60pct_dca_40pct_tactical_reserve,irr,893751.018850905,420000.0,473751.018850905,,47.81959286520303,-23.221830252397357,2.1101801675103955,,,7.074748906383352,,,,,,,53.0,-36229.434630670934,-2.7815118470498277,False,7.89484829021295
GOOG,C_60pct_dca_40pct_tactical_reserve,risk_adjusted,883212.9083270194,420000.0,463212.9083270194,,46.994986625014704,-24.151272991815663,2.1044627484602842,,,6.7843579904871385,,,,,,,54.0,-46767.545154556516,-3.6061180872381513,False,7.823214339537128
GOOG,C_60pct_dca_40pct_tactical_reserve,plateau,905171.2772888973,420000.0,485171.2772888973,,48.705189389321355,-23.32719348264405,2.14046932891975,,,8.530635150418576,,,,,,,54.0,-24809.176192678628,-1.8959153229315007,False,8.088121710757413
AAPL,A_100pct_monthly_dca,baseline,602842.822879362,420000.0,182842.82287936204,43.53400544746715,21.75672972140746,-25.924060329479115,2.104348790357161,0.0,602842.822879362,0.0,42.0,42.0,0.0,419.58041958041935,1.0,0.0,,0.0,0.0,False,
AAPL,B_entry_timing_only_no_sell,final_equity,583757.4804305133,420000.0,163757.48043051327,,19.740743573389775,-25.513483817584827,1.9229755448932015,,,13.596943508864106,,,,,,,18.0,-19085.342448848765,-2.015986148017685,False,8.063673579261668
AAPL,B_entry_timing_only_no_sell,irr,583757.4804305133,420000.0,163757.48043051327,,19.740743573389775,-25.513483817584827,1.9229755448932015,,,13.596943508864106,,,,,,,18.0,-19085.342448848765,-2.015986148017685,False,8.063673579261668
AAPL,B_entry_timing_only_no_sell,risk_adjusted,579267.9661608592,420000.0,159267.9661608592,,19.259346175787726,-25.535729737866262,1.9196458414247257,,,13.218361431349996,,,,,,,22.0,-23574.856718502822,-2.4973835456197335,False,8.030290312796149
AAPL,B_entry_timing_only_no_sell,plateau,580902.3111238678,420000.0,160902.31112386775,,19.4349154104548,-25.535729737866262,1.9207956281778324,,,13.2138780364356,,,,,,,23.0,-21940.511755494284,-2.3218143109526608,False,8.03941539980647
AAPL,C_60pct_dca_40pct_tactical_reserve,final_equity,593837.276780742,420000.0,173837.276780742,,20.8115315880268,-25.416058852478574,2.0348998854305926,,,5.317552887532426,,,,,,,60.0,-9005.546098620049,-0.9451981333806607,False,7.9175898131355416
